date,year,type,country,activity,sex,age,injury,fatal,time
Jan,1996,Unprovoked,USA,Swimming,M,53,Lacerations to left foot & right shin,No Fatal,Afternoon
Jan,1996,Unprovoked,REUNION,Surfing,M,25,FATAL,Fatal,Afternoon
Nov,1995,Unprovoked,NEW ZEALAND,Diving,M,22,Leg & chest lacerated,No Fatal,Evening
Oct,1995,Unprovoked,AUSTRALIA,Others,F,15,Laceration to thigh,No Fatal,Afternoon
Oct,1995,Unprovoked,USA,Surfing,M,39,Right arm injured,No Fatal,Morning
Sep,1995,Unprovoked,USA,Surfing,M,14,4 punctures in left foot,No Fatal,Morning
Sep,1995,Unprovoked,USA,Others,M,25,"Right foot bruised, board bitten",No Fatal,Afternoon
Sep,1995,Unprovoked,USA,Surfing,M,19,Left arm & hand lacerated,No Fatal,Evening
Sep,1995,Unprovoked,USA,Swimming,F,19,Left elbow and bicep bitten,No Fatal,Afternoon
Sep,1995,Unprovoked,USA,Others,M,25,"Presumed FATAL, body not recovered",Fatal,Evening
Sep,1995,Unprovoked,AUSTRALIA,Others,M,29,"FATAL, head, shoulder and arm severed, remains recovered at Munglinup Beach on 9/13/1995",Fatal,Afternoon
Sep,1995,Unprovoked,USA,Others,M,32,Lower leg bitten,No Fatal,Afternoon
Aug,1995,Unprovoked,USA,Surfing,M,19,Left hand & forearm bitten,No Fatal,Evening
Aug,1995,Unprovoked,USA,Surfing,M,16,Left elbow bitten,No Fatal,Evening
Aug,1995,Unprovoked,USA,Surfing,M,18,4 puncture wounds on right pinky finger,No Fatal,Afternoon
Aug,1995,Unprovoked,USA,Swimming,M,16,Left arm bitten,No Fatal,Evening
Aug,1995,Unprovoked,USA,Swimming,M,23,Right foot bitten,No Fatal,Afternoon
Aug,1995,Unprovoked,USA,Surfing,M,19,Bottom of left foot gashed,No Fatal,Evening
Aug,1995,Unprovoked,TONGA,Fishing,M,18,Upper left thigh avulsed  ,No Fatal,Afternoon
Aug,1995,Unprovoked,USA,Others,M,20,Thigh lacerated,No Fatal,Morning
Aug,1995,Unprovoked,USA,Surfing,M,20,Laceration to left heel,No Fatal,Afternoon
Aug,1995,Unprovoked,USA,Others,F,14,Left foot bitten,No Fatal,Evening
Aug,1995,Unprovoked,USA,Others,M,12,Multiple bites on right leg and knee,No Fatal,Afternoon
Jul,1995,Unprovoked,USA,Surfing,M,18,Laceration to heel,No Fatal,Afternoon
Jul,1995,Unprovoked,USA,Others,M,18,2-inch laceration to lower right leg ,No Fatal,Afternoon
Nov,1984,Unprovoked,SOUTH AFRICA,Surfing,M,14,Wetsuit lacerated,No Fatal,Afternoon
Jul,1995,Provoked,USA,Fishing,F,32,Minor laceration to leg from a hooked shark PROVOKED INCIDENT,No Fatal,Evening
Jun,1995,Unprovoked,USA,Others,M,31,"Forearm, abdomen & upper leg lacerated",No Fatal,Afternoon
Jun,1995,Unprovoked,USA,Others,M,13,Ankle bitten,No Fatal,Evening
Jun,1995,Unprovoked,USA,Swimming,M,45,Right leg bitten,No Fatal,Evening
Jun,1995,Unprovoked,USA,Swimming,F,10,Leg bitten,No Fatal,Afternoon
Jun,1995,Unprovoked,USA,Swimming,M,38,Puncture wounds & scratches to torso & left leg ,No Fatal,Morning
Jun,1995,Unprovoked,HONG KONG,Swimming,F,45,"FATAL, left  leg & forearm severed",Fatal,Evening
Jun,1995,Unprovoked,HONG KONG,Swimming,M,29,"FATAL, right thigh bitten, femur exposed  ",Fatal,Afternoon
Apr,1995,Unprovoked,JAPAN,Others,M,47,FATAL,Fatal,Morning
Feb,1995,Unprovoked,SOUTH AFRICA,Swimming,M,22,Lacerations to lower leg & foot,No Fatal,Afternoon
Jan,1995,Unprovoked,SOUTH AFRICA,Swimming,M,14,"FATAL, right thigh bitten & femur exposed, shallow lacerations on right calf & left thigh & fingers lacerated ",Fatal,Evening
Jan,1995,Unprovoked,BRAZIL,Surfing,M,17,Foot bitten,No Fatal,Evening
Dec,1994,Unprovoked,SOUTH AFRICA,Others,M,26,"No injury, board bitten",No Fatal,Afternoon
Dec,1994,Unprovoked,USA,Others,M,42,"FATAL, right leg nearly severed, puncture wounds to left leg ",Fatal,Morning
Nov,1994,Unprovoked,USA,Surfing,F,34,Right thigh & board bitten,No Fatal,Morning
Oct,1994,Provoked,USA,Others,F,0,Ankle bitten when she accidently stepped on the shark  PROVOKED INCIDENT,No Fatal,Afternoon
Oct,1994,Unprovoked,USA,Surfing,M,16,Foot bitten,No Fatal,Afternoon
Sep,1994,Unprovoked,USA,Surfing,M,43,"No injury, surfboard bitten",No Fatal,Afternoon
Sep,1994,Unprovoked,USA,,F,12,Left calf bitten,No Fatal,Morning
Jul,1994,Unprovoked,REUNION,Others,M,24,FATAL,Fatal,Afternoon
Jul,1994,Unprovoked,SOUTH AFRICA,Surfing,M,22,"FATAL, leg severed ",Fatal,Afternoon
Jul,1994,Unprovoked,SOUTH AFRICA,Surfing,M,31,Buttock & leg bitten,No Fatal,Afternoon
Jul,1994,Unprovoked,USA,Surfing,M,15,Right calf lacerated,No Fatal,Afternoon
Jun,1994,Unprovoked,BAHAMAS,Spearfishing,M,30,Forearm severely bitten,No Fatal,Afternoon
Apr,1994,Unprovoked,BAHAMAS,Others,M,20,Lower right  leg bitten,No Fatal,Morning
Apr,1994,Unprovoked,USA,Others,M,71,Left shoulder lacerated,No Fatal,Afternoon
Feb,1994,Unprovoked,SOUTH AFRICA,Spearfishing,M,0,Swim fin bitten,No Fatal,Morning
Feb,1994,Unprovoked,USA,Surfing,M,23,Left foot bitten,No Fatal,Afternoon
Feb,1994,Unprovoked,SOUTH AFRICA,Surfing,M,15,Leg bitten ,No Fatal,Afternoon
Jan,1994,Unprovoked,SOUTH AFRICA,Others,M,44,Calf bitten,No Fatal,Afternoon
Jan,1994,Unprovoked,AUSTRALIA,Swimming,M,23,Hamstring bitten,No Fatal,Evening
Jan,1994,Unprovoked,SOUTH AFRICA,Swimming,M,33,Foot bitten,No Fatal,Afternoon
Nov,1993,Unprovoked,AUSTRALIA,Others,M,27,FATAL,Fatal,Afternoon
Oct,1993,Unprovoked,USA,Surfing,M,26,Serious injury to left leg,No Fatal,Afternoon
Oct,1993,Unprovoked,USA,Swimming,F,26,Thigh & hand lacerated,No Fatal,Morning
Oct,1993,Unprovoked,USA,Others,F,34,"No Injury, Kayak holed",No Fatal,Afternoon
Sep,1993,Unprovoked,SOUTH AFRICA,Spearfishing,M,36,Calf lacerated,No Fatal,Morning
Sep,1993,Unprovoked,USA,Others,M,19,Left foot bitten,No Fatal,Evening
Sep,1993,Unprovoked,SPAIN,Swimming,M,69,"Thigh bitten, toes of left foot severed",No Fatal,Morning
Aug,1993,Unprovoked,BAHAMAS,Spearfishing,M,51,Leg bitten,No Fatal,Afternoon
Aug,1993,Unprovoked,USA,Others,F,19,Severe lacerations to abdomen & thighs,No Fatal,Morning
Aug,1993,Unprovoked,USA,Others,M,39,Severe bites to head & shoulder,No Fatal,Afternoon
Jul,1993,Unprovoked,SOUTH AFRICA,Surfing,M,28,Puncture wounds on chest,No Fatal,Afternoon
Jul,1993,Unprovoked,USA,Others,F,12,Right knee bitten,No Fatal,Evening
Jun,1993,Unprovoked,HONG KONG,Swimming,M,61,FATAL,Fatal,Morning
Jun,1993,Unprovoked,MEXICO,Others,F,42,FATAL,Fatal,Evening
Jun,1993,Unprovoked,USA,Others,M,22,Feet & ankles bitten,No Fatal,Morning
Jun,1993,Unprovoked,AUSTRALIA,Others,M,31,FATAL,Fatal,Morning
Jun,1993,Unprovoked,AUSTRALIA,Others,F,34,FATAL,Fatal,Morning
Jun,1993,Unprovoked,USA,Swimming,F,60,"No injury, bumped by shark",No Fatal,Evening
Feb,1993,Unprovoked,TONGA,,M,0,Foot bitten,No Fatal,Afternoon
Feb,1993,Provoked,AUSTRALIA,Fishing,M,69,"Legs lacerated, puncture wound in hand from hooked shark hauled onboard PROVOKED INCIDENT",No Fatal,Afternoon
Jan,1993,Unprovoked,AUSTRALIA,Spearfishing,M,21,"6"" laceration to left forearm",No Fatal,Morning
Jan,1993,Unprovoked,USA,Surfing,M,29,"No injury, shark bit board",No Fatal,Afternoon
Dec,1992,Unprovoked,USA,Others,M,10,Right leg bruised & abraded,No Fatal,Evening
Dec,1992,Unprovoked,USA,Others,M,30,"Minor lacerations to hand, 15"" crescent-shaped piece removed from surfboard",No Fatal,Afternoon
Nov,1992,Unprovoked,USA,Spearfishing,M,31,10 puncture wounds to right calf,No Fatal,Afternoon
Nov,1992,Unprovoked,USA,Surfing,M,19,Forearm  & hand bitten; tooth fragments of the shark were recovered from the surfer's hand,No Fatal,Morning
Nov,1992,Unprovoked,USA,Surfing,M,24,Right ankle bitten,No Fatal,Afternoon
Nov,1992,Unprovoked,USA,Others,M,46,"No injury, kayak bitten",No Fatal,Afternoon
Nov,1992,Unprovoked,USA,Others,M,40,Foot punctured,No Fatal,Afternoon
Nov,1992,Unprovoked,USA,Surfing,M,17,Heel bitten,No Fatal,Afternoon
Nov,1992,Unprovoked,USA,Others,M,18,Right leg severely lacerated  FATAL,Fatal,Morning
Oct,1992,Unprovoked,USA,Others,M,40,Foot & swim fin punctured,No Fatal,Morning
Oct,1992,Unprovoked,USA,Surfing,M,28,"Chest & arm bruised & scratched, 15"" crescent-shaped piece removed from board",No Fatal,Morning
Oct,1992,Unprovoked,AUSTRALIA,Surfing,M,28,FATAL,Fatal,Afternoon
Sep,1992,Unprovoked,USA,Surfing,M,20,Minor bruises,No Fatal,Afternoon
Sep,1992,Unprovoked,USA,Others,F,18,Right ankle & calf bitten,No Fatal,Afternoon
Aug,1992,Unprovoked,BAHAMAS,Others,F,34,Left hand bitten,No Fatal,Evening
Aug,1992,Unprovoked,AUSTRALIA,Surfing,M,17,"Minor cuts, sufboard bitten",No Fatal,Afternoon
Aug,1992,Unprovoked,USA,Surfing,M,22,"No injury, board bitten",No Fatal,Afternoon
Aug,1992,Provoked,USA,Others,M,26,"Grabbed metal leader to shark, shark clamped on  & bit  left bicep PROVOKED INCIDENT",No Fatal,Evening
Jul,1992,Unprovoked,USA,Others,F,42,Lacerations to left foot,No Fatal,Afternoon
Jun,1992,Unprovoked,REUNION,Surfing,M,16,FATAL,Fatal,Afternoon
Apr,1992,Unprovoked,NEW ZEALAND,Others,M,0,"Right forearm severed, left forearm lacerated & broken",No Fatal,Afternoon
Apr,1992,Unprovoked,SOUTH AFRICA,Surfing,M,35,Punctures & lacerations on lower leg,No Fatal,Afternoon
Feb,1992,Unprovoked,USA,Others,M,0,FATAL Disappeared. His board washed ashore next morning with crescent-shaped piece missing and serrated toothmarks of a shark,Fatal,Afternoon
Feb,1992,Unprovoked,JAPAN,Diving,M,0,"No injury, steel diving helmet bitten 3 times",No Fatal,Morning
Feb,1992,Unprovoked,AUSTRALIA,Surfing,M,19,"No injury, shark allegedly took his surfboard & slashed his wetsuit. Shark involvement questionable",No Fatal,Evening
Jan,1992,Unprovoked,REUNION,Spearfishing,M,0,Survived,No Fatal,Afternoon
Jan,1992,Unprovoked,AUSTRALIA,Others,M,19,Right leg lacerated,No Fatal,Evening
Jan,1992,Unprovoked,SOUTH AFRICA,Swimming,M,19,Right foot lacerated,No Fatal,Afternoon
Jan,1992,Unprovoked,SOUTH AFRICA,Spearfishing,M,36,Left cheek lacerated,No Fatal,Afternoon
Dec,1991,Unprovoked,USA,Others,M,25,"No injury, shark became tangled in hose & towed him 100'",No Fatal,Afternoon
Nov,1991,Unprovoked,USA,Others,F,41,"FATAL, right leg at hip, left leg and right forearm severed  ",Fatal,Morning
Nov,1991,Unprovoked,USA,Others,F,0,Right calf abraded,No Fatal,Morning
Nov,1991,Unprovoked,USA,Fishing,M,0,"Body not recovered, shorts found indicating shark bite on left side",No Fatal,Afternoon
Nov,1991,Provoked,USA,Fishing,M,0,Hand bitten as he was cleaning hooked shark PROVOKED INCIDENT,No Fatal,Afternoon
Nov,1991,Unprovoked,AUSTRALIA,Others,M,14,Calf scratched & chunk bitten from board,No Fatal,Evening
Oct,1991,Unprovoked,USA,Surfing,M,21,Right foot & ankle lacerated,No Fatal,Morning
Oct,1991,Unprovoked,USA,Surfing,M,32,"Arm, shoulder & back bitten",No Fatal,Morning
Sep,1991,Unprovoked,AUSTRALIA,Others,M,19,FATAL,Fatal,Afternoon
Aug,1991,Provoked,AUSTRALIA,Others,M,36,"Shark bit his arm, nearly severing it PROVOKED INCIDENT",No Fatal,Afternoon
Aug,1991,Unprovoked,USA,Swimming,M,23,Deep cuts on lower leg,No Fatal,Afternoon
Aug,1991,Unprovoked,USA,Others,F,10,Bite to left thigh & calf,No Fatal,Afternoon
Jul,1991,Unprovoked,ITALY,Others,F,40,No Injury to occupant; canoe bitten,No Fatal,Afternoon
Jul,1991,Unprovoked,USA,Others,M,39,Arm bitten,No Fatal,Evening
Jul,1991,Unprovoked,USA,Swimming,M,42,Punctures in lower abdomen & groin ,No Fatal,Evening
Jul,1991,Unprovoked,USA,Swimming,M,22,Arm bitten,No Fatal,Evening
Jul,1991,Unprovoked,REUNION,Surfing,M,30,Left arm severed,No Fatal,Afternoon
Jul,1991,Unprovoked,USA,Surfing,M,32,"Forearm, upper thigh, knee & ankle lacerated",No Fatal,Morning
Jun,1991,Unprovoked,USA,Surfing,M,18,Hand bitten,No Fatal,Afternoon
Jun,1991,Unprovoked,USA,Swimming,M,31,"Left ankle, calf, thigh and abdomen bitten",No Fatal,Morning
Jun,1991,Unprovoked,HONG KONG,Swimming,F,65,Abdomen bitten & leg severed  FATAL,Fatal,Evening
Apr,1991,Unprovoked,USA,Surfing,M,22,Right thigh,No Fatal,Morning
Apr,1991,Unprovoked,USA,Others,M,0,Deep lacerations to calf & ankle,No Fatal,Afternoon
Feb,1991,Unprovoked,USA,Surfing,M,38,Calf lacerated & board bitten,No Fatal,Morning
Feb,1991,Unprovoked,SOUTH AFRICA,Spearfishing,M,20,Foot & swim fin bitten,No Fatal,Afternoon
Jan,1991,Unprovoked,AUSTRALIA,Swimming,M,35,"Hands, legs & buttocks lacerated",No Fatal,Morning
Jan,1991,Unprovoked,AUSTRALIA,Surfing,M,22,Survived,No Fatal,Evening
Nov,1990,Unprovoked,AUSTRALIA,Swimming,M,26,"Abdomen, hip, leg & arm bitten",No Fatal,Evening
Nov,1990,Unprovoked,USA,Others,F,0,Leg bitten,No Fatal,Afternoon
Nov,1990,Unprovoked,USA,Surfing,M,24,"Ear, shoulder, arm, wrist & ear injured",No Fatal,Morning
Oct,1990,Unprovoked,USA,Surfing,M,50,"Hand & wrist bitten, tooth fragments in wound",No Fatal,Afternoon
Oct,1990,Unprovoked,USA,Surfing,M,18,Cuts on left foot ,No Fatal,Afternoon
Oct,1990,Unprovoked,AUSTRALIA,Swimming,M,26,Buttocks & hip bitten,No Fatal,Evening
Oct,1990,Unprovoked,USA,Surfing,M,25,Wrist bitten,No Fatal,Afternoon
Oct,1990,Unprovoked,USA,Surfing,M,43,"No Injury, board bitten",No Fatal,Afternoon
Oct,1990,Unprovoked,USA,Surfing,M,19,Superficial injuries to left foot & ankle,No Fatal,Afternoon
Sep,1990,Unprovoked,SOUTH AFRICA,Spearfishing,M,26,Right hand lacerated,No Fatal,Afternoon
Sep,1990,Unprovoked,USA,Others,M,49,"Shark rammed & overturned paddleboard, knocking him into water & bit his head, lacerating his face & neck",No Fatal,Afternoon
Sep,1990,Unprovoked,USA,Others,M,44,"No injury, kayak capsized",No Fatal,Afternoon
Aug,1990,Unprovoked,USA,Surfing,M,22,4 punctures on leg & board bitten,No Fatal,Afternoon
Aug,1990,Unprovoked,USA,Others,M,18,Minor injury,No Fatal,Afternoon
Jul,1990,Unprovoked,USA,Others,F,53,10-inch laceration to right foot,No Fatal,Evening
Jun,1990,Unprovoked,SOUTH AFRICA,Others,F,21,"FATAL, thigh bitten  ",Fatal,Afternoon
Jun,1990,Unprovoked,BAHAMAS,Spearfishing,M,38,Left forearm bitten,No Fatal,Afternoon
Apr,1990,Unprovoked,SOUTH AFRICA,Others,M,23,Leg bitten,No Fatal,Afternoon
Apr,1990,Unprovoked,AUSTRALIA,Surfing,M,31,"Lacerations & abrasions, board bitten in half",No Fatal,Evening
Apr,1990,Unprovoked,AUSTRALIA,Surfing,M,29,"No injury, board bitten",No Fatal,Evening
Feb,1990,Unprovoked,USA,Others,M,0,Right arm severed  FATAL,Fatal,Evening
Nov,1989,Unprovoked,AUSTRALIA,Surfing,M,32,Thigh bitten,No Fatal,Evening
Nov,1989,Unprovoked,SOUTH AFRICA,Others,M,29,FATAL,Fatal,Afternoon
Nov,1989,Unprovoked,AUSTRALIA,Swimming,M,10,Left ankle broken & lacerated,No Fatal,Evening
Oct,1989,Unprovoked,AUSTRALIA,Surfing,M,17,"No injury, board bitten",No Fatal,Afternoon
Oct,1989,Unprovoked,USA,Surfing,M,12,Foot & leg bitten,No Fatal,Evening
Oct,1989,Unprovoked,USA,Diving,M,49,FATAL,Fatal,Afternoon
Sep,1989,Unprovoked,SOUTH AFRICA,Others,M,29,Chest lacerated,No Fatal,Afternoon
Sep,1989,Provoked,USA,Fishing,M,51,Bitten by hooked shark PROVOKED INCIDENT,No Fatal,Afternoon
Sep,1989,Unprovoked,USA,Others,M,38,Leg bitten,No Fatal,Afternoon
Sep,1989,Unprovoked,USA,Surfing,M,31,Non-fatal,Fatal,Evening
Sep,1989,Provoked,USA,Others,M,46,Hand  & both arms bitten   PROVOKED INCIDENT,No Fatal,Evening
Aug,1989,Provoked,AUSTRALIA,Others,M,30,Left leg bitten by captive shark                   PROVOKED INCIDENT,No Fatal,Afternoon
Aug,1989,Unprovoked,USA,Swimming,M,21,3 wounds on left hand,No Fatal,Evening
Aug,1989,Unprovoked,SOUTH AFRICA,Surfing,M,21,Multiple Injuries,No Fatal,Morning
Aug,1989,Unprovoked,AUSTRALIA,Surfing,M,17,"No injury, shark took chunk out of surfboard",No Fatal,Evening
Jul,1989,Unprovoked,SOUTH AFRICA,Surfing,M,34,Torso bitten,No Fatal,Morning
Jul,1989,Unprovoked,USA,Surfing,M,16,5-inch gash on left leg,No Fatal,Afternoon
Jul,1989,Unprovoked,USA,Others,F,0,Leg bitten,No Fatal,Evening
Jun,1989,Unprovoked,USA,Spearfishing,M,45,Puncture wounds & lacerations to both legs,No Fatal,Evening
Jun,1989,Unprovoked,ITALY,Others,M,0,Upper right thigh bitten,No Fatal,Afternoon
Jun,1989,Unprovoked,SOUTH AFRICA,Surfing,M,16,"No injury, board bitten",No Fatal,Afternoon
Jun,1989,Unprovoked,SOUTH AFRICA,Others,M,28,Forearm bitten,No Fatal,Afternoon
Apr,1989,Unprovoked,USA,Swimming,M,19,Right calf bitten,No Fatal,Evening
Apr,1989,Unprovoked,USA,Surfing,M,0,Forearm bitten,No Fatal,Morning
Feb,1989,Unprovoked,SOUTH AFRICA,Others,M,26,Foot bruised & minor lacerations,No Fatal,Afternoon
Feb,1989,Unprovoked,ITALY,Others,M,47,FATAL. His body not recovered,Fatal,Morning
Jan,1989,Unprovoked,USA,Others,M,24,Reported by media as shark attack but forensic evidence indicated the kayaker died prior to any shark involvement,No Fatal,Morning
Jan,1989,Unprovoked,USA,Others,F,24,"FATAL, thigh bitten, hands lacerated  ",Fatal,Morning
Jan,1989,Unprovoked,USA,Others,M,10,Foot bitten,No Fatal,Evening
Jan,1989,Unprovoked,SOUTH AFRICA,Others,M,19,Thigh bitten,No Fatal,Evening
Jan,1989,Unprovoked,AUSTRALIA,Surfing,M,17,"Abdomen lacerated, surfboard holed",No Fatal,Afternoon
Nov,1988,Unprovoked,AUSTRALIA,,M,17,"FATAL  When James Coucom, the lone survivor, was rescued, ""2 sharks were pounding on the dinghy""",Fatal,Evening
Nov,1988,Unprovoked,AUSTRALIA,,M,62,FATAL,Fatal,Evening
Oct,1988,Unprovoked,USA,Surfing,M,21,Leg bitten & femur fractured,No Fatal,Afternoon
Oct,1988,Unprovoked,AUSTRALIA,Surfing,M,38,Lacerations to right leg,No Fatal,Evening
Oct,1988,Unprovoked,USA,Surfing,M,15,Lacerations to left thigh,No Fatal,Evening
Oct,1988,Unprovoked,USA,Surfing,M,30,Left leg lacerated,No Fatal,Evening
Oct,1988,Unprovoked,USA,Surfing,M,23,Hand lacerated,No Fatal,Evening
Oct,1988,Unprovoked,AUSTRALIA,Surfing,M,15,Lower right  leg lacerated,No Fatal,Afternoon
Oct,1988,Unprovoked,USA,Others,F,23,Leg lacerated,No Fatal,Evening
Sep,1988,Unprovoked,USA,Surfing,M,21,Lacerations to foot,No Fatal,Afternoon
Sep,1988,Unprovoked,USA,Others,F,0,Dennis' hand injured; Ann's right forearm bitten,No Fatal,Afternoon
Sep,1988,Unprovoked,USA,Others,M,38,"FATAL, thigh & hand lacerated",Fatal,Afternoon
Aug,1988,Unprovoked,USA,Surfing,M,27,Thigh bitten,No Fatal,Morning
Jul,1988,Unprovoked,USA,Swimming,F,15,Punctures & deep scratches to foot & buttock,No Fatal,Morning
Jul,1988,Unprovoked,USA,Others,M,37,Punctures to lower left leg & foot,No Fatal,Afternoon
Jun,1988,Unprovoked,SOUTH AFRICA,Spearfishing,M,36,Left arm lacerated,No Fatal,Morning
Jun,1988,Unprovoked,USA,Others,M,42,Survived,No Fatal,Evening
Jun,1988,Unprovoked,USA,Others,M,37,Left leg bitten,No Fatal,Afternoon
Jun,1988,Unprovoked,USA,Swimming,M,12,Four lacerations to his ankle,No Fatal,Afternoon
Jun,1988,Unprovoked,USA,Surfing,M,25,Cuts to right foot and ankle,No Fatal,Morning
Apr,1988,Unprovoked,USA,Swimming,M,24,Lacerations to left foot,No Fatal,Evening
Feb,1988,Unprovoked,SOUTH AFRICA,Surfing,M,20,Ankle bitten,No Fatal,Afternoon
Feb,1988,Unprovoked,SOUTH AFRICA,Others,F,15,"Leg bitten, surgically amputated",No Fatal,Morning
Feb,1988,Unprovoked,Fiji,Diving,M,22,Lacerations to left arm & waist,No Fatal,Evening
Jan,1988,Unprovoked,SOUTH AFRICA,Surfing,M,22,Minor injury to leg,No Fatal,Evening
Jan,1988,Provoked,SOUTH AFRICA,Others,M,33,Foot lacerated by hooked shark PROVOKED INCIDENT,No Fatal,Morning
Dec,1987,Unprovoked,USA,Surfing,M,16,Left calf bitten,No Fatal,Afternoon
Oct,1987,Unprovoked,USA,Surfing,M,20,Buttock & leg bitten,No Fatal,Afternoon
Oct,1987,Unprovoked,SOUTH AFRICA,Others,M,14,Abrasion to forearm,No Fatal,Afternoon
Oct,1987,Unprovoked,SOUTH AFRICA,Spearfishing,M,21,Left thigh & calf lacerated,No Fatal,Afternoon
Sep,1987,Unprovoked,AUSTRALIA,Diving,M,47,FATAL,Fatal,Evening
Sep,1987,Unprovoked,SOUTH AFRICA,Surfing,M,24,Torso lacerated,No Fatal,Morning
Aug,1987,Unprovoked,USA,Others,M,12,Lower left leg lacerated,No Fatal,Morning
Aug,1987,Unprovoked,USA,Surfing,M,40,Fingers & surfboard injured,No Fatal,Morning
Jul,1987,Unprovoked,USA,Surfing,M,27,Right foot & ankle lacerated,No Fatal,Morning
Jul,1987,Unprovoked,USA,Others,F,32,Left foot bitten,No Fatal,Evening
Jul,1987,Unprovoked,USA,Others,F,16,Puncture wounds to right foot,No Fatal,Afternoon
Jul,1987,Unprovoked,BAHAMAS,Others,M,35,Right leg bitten,No Fatal,Afternoon
Jun,1987,Provoked,USA,Fishing,M,0,Left hand bitten by shark he was dragging ashore by its head PROVOKED INCIDENT,No Fatal,Afternoon
Apr,1987,Unprovoked,USA,Swimming,F,16,Right arm severed above elbow,No Fatal,Evening
Apr,1987,Unprovoked,VANUATU,Swimming,M,0,FATAL,Fatal,Afternoon
Jan,1987,Unprovoked,SOUTH AFRICA,Spearfishing,M,30,Puncture wounds to right hand,No Fatal,Afternoon
Jan,1987,Unprovoked,AUSTRALIA,Swimming,M,37,Right leg lacerated,No Fatal,Morning
Dec,1986,Unprovoked,SOUTH AFRICA,Spearfishing,M,0,2 punctures in lower leg,No Fatal,Afternoon
Dec,1986,Unprovoked,SOUTH AFRICA,Others,M,21,"FATAL, legs bitten ",Fatal,Afternoon
Dec,1986,Unprovoked,USA,Surfing,M,40,Forearm bitten,No Fatal,Afternoon
Dec,1986,Unprovoked,USA,Others,M,27,"Punctured lung, lacerations to shoulder, face, jaw, neck & forearm",No Fatal,Morning
Nov,1986,Unprovoked,USA,Surfing,M,17,5' gash in leg,No Fatal,Morning
Nov,1986,Unprovoked,USA,Surfing,M,26,Laceration to dorsum of left foot,No Fatal,Morning
Oct,1986,Unprovoked,USA,Swimming,F,0,Hip & thigh bitten,No Fatal,Evening
Oct,1986,Unprovoked,SOUTH AFRICA,Others,M,32,"No injury, ski bitten",No Fatal,Morning
Oct,1986,Unprovoked,USA,Surfing,M,28,Laceration to right arm,No Fatal,Evening
Aug,1986,Unprovoked,SOUTH AFRICA,Spearfishing,M,35,"No injury, shark made threat display & impaled itself on spear ",No Fatal,Morning
Jul,1986,Unprovoked,SOUTH AFRICA,Spearfishing,M,26,Minor lacerations on left hand,No Fatal,Afternoon
Feb,1986,Unprovoked,SOUTH AFRICA,Surfing,M,21,"No injury, board bitten",No Fatal,Afternoon
Feb,1986,Unprovoked,SOUTH AFRICA,Swimming,M,46,Lower leg lacerated,No Fatal,Evening
Feb,1986,Unprovoked,SOUTH AFRICA,Spearfishing,M,29,2 punctures in upper arm,No Fatal,Afternoon
Feb,1986,Unprovoked,AUSTRALIA,Surfing,M,29,"No injury, knocked into water & board bitten",No Fatal,Evening
Jan,1986,Unprovoked,USA,Surfing,M,22,Puncture wounds to both feet,No Fatal,Morning
Nov,1985,Provoked,AUSTRALIA,Fishing,M,0,Laceration to lower left leg by hooked shark PROVOKED INCIDENT,No Fatal,Afternoon
Oct,1985,Unprovoked,SOUTH AFRICA,Others,M,22,"Left leg severely lacerated, superficial lacerations of right leg,  board damaged",No Fatal,Morning
Oct,1985,Unprovoked,USA,Others,M,46,Minor injury to foot & ankle,No Fatal,Afternoon
Oct,1985,Unprovoked,USA,Others,M,33,"Right hand and part of forearm severed , left hand lacerated, right anterior side of board removed by shark",No Fatal,Evening
Oct,1985,Unprovoked,USA,Others,M,24,Left arm lacerated,No Fatal,Evening
Sep,1985,Unprovoked,USA,Others,M,0,Laceration and 4 puncture wounds to left hand,No Fatal,Afternoon
Sep,1985,Unprovoked,USA,Swimming,M,17,Found to be a hoax,No Fatal,Afternoon
Aug,1985,Unprovoked,USA,Others,M,11,"3"" wound on thigh",No Fatal,Afternoon
Aug,1985,Unprovoked,USA,Others,M,67,Body not recovered. 3 days later some of his equipment was found on seabed appeared damaged by a shark ,No Fatal,Morning
Jul,1985,Unprovoked,USA,Others,F,13,Right calf bitten,No Fatal,Afternoon
Jul,1985,Unprovoked,USA,Surfing,M,15,Hand bitten,No Fatal,Morning
Jul,1985,Unprovoked,USA,Others,F,10,2/3rd of left calf removed,No Fatal,Evening
Feb,1985,Unprovoked,USA,Diving,M,29,Bruised,No Fatal,Afternoon
Feb,1985,Unprovoked,USA,Surfing,M,16,Right foot bitten,No Fatal,Afternoon
Jan,1985,Unprovoked,SOUTH AFRICA,Swimming,M,15,"Right knee, calf and ankle lacerated",No Fatal,Evening
Jan,1985,Unprovoked,SOUTH AFRICA,Surfing,M,18,Thigh & calf bitten,No Fatal,Evening
Jan,1985,Unprovoked,SOUTH AFRICA,Spearfishing,M,34,Minor injury to torso,No Fatal,Morning
Jan,1985,Provoked,SOUTH AFRICA,Spearfishing,M,20,Upper right arm bitten after he shot the shark PROVOKED INCIDENT,No Fatal,Morning
Nov,1984,Unprovoked,AUSTRALIA,Others,M,16,FATAL,Fatal,Afternoon
Nov,1984,Unprovoked,USA,Surfing,M,13,Left foot bitten,No Fatal,Evening
