date,year,type,country,area,activity,sex,age,injury,fatal,time
Jun,1993,Unprovoked,USA,North Carolina,Swimming,F,60,"No injury, bumped by shark",N,Dusk
Feb,1993,Unprovoked,TONGA,Tongapatu Group,Sea disaster,M,0,Foot bitten,N,Afternoon
Feb,1993,Provoked,AUSTRALIA,Queensland,Fishing,M,69,"Legs lacerated, puncture wound in hand from hooked shark hauled onboard PROVOKED INCIDENT",N,13h45
Jan,1993,Unprovoked,AUSTRALIA,Queensland,Spearfishing,M,21,"6"" laceration to left forearm",N,09h00
Jan,1993,Unprovoked,USA,Oregon,Surfing,M,29,"No injury, shark bit board",N,16h30
Dec,1992,Unprovoked,USA,Hawaii,"Standing in waist-deep water, helping his father tend a gill net containing dead fish",M,10,Right leg bruised & abraded,N,A.M.
Dec,1992,Unprovoked,USA,Hawaii,Lying on surfboard,M,30,"Minor lacerations to hand, 15"" crescent-shaped piece removed from surfboard",N,17h30
Nov,1992,Unprovoked,USA,California,Spearfishing / free diving,M,31,10 puncture wounds to right calf,N,15h30
Nov,1992,Unprovoked,USA,Florida,Surfing,M,19,Forearm  & hand bitten; tooth fragments of the shark were recovered from the surfer's hand,N,07h30
Nov,1992,Unprovoked,USA,Florida,Surfing,M,24,Right ankle bitten,N,13h00
Nov,1992,Unprovoked,USA,California,Kayaking,M,46,"No injury, kayak bitten",N,12h50
Nov,1992,Unprovoked,USA,California,Scuba diving (submerged),M,40,Foot punctured,N,14h00
Nov,1992,Unprovoked,USA,Florida,Surfing,M,17,Heel bitten,N,14h15
Nov,1992,Unprovoked,USA,Hawaii,Body boarding,M,18,Right leg severely lacerated  FATAL,Y,09h45
Oct,1992,Unprovoked,USA,California,Hookah diving for sea urchins,M,40,Foot & swim fin punctured,N,11h00
Oct,1992,Unprovoked,USA,Hawaii,Surfing,M,28,"Chest & arm bruised & scratched, 15"" crescent-shaped piece removed from board",N,07h40
Oct,1992,Unprovoked,AUSTRALIA,Queensland,Surfing,M,28,FATAL,Y,14h30
Sep,1992,Unprovoked,USA,Oregon,Surfing,M,20,Minor bruises,N,17h00
Sep,1992,Unprovoked,USA,Florida,Standing,F,18,Right ankle & calf bitten,N,15h00
Aug,1992,Unprovoked,BAHAMAS,Abaco Islands,"Snorkeling, carrying a speared fish in her hand",F,34,Left hand bitten,N,
Aug,1992,Unprovoked,AUSTRALIA,South Australia,Surfing,M,17,"Minor cuts, sufboard bitten",N,17h50
Aug,1992,Unprovoked,USA,California,Surfing,M,22,"No injury, board bitten",N,17h00
Aug,1992,Provoked,USA,Florida,Snorkeling,M,26,"Grabbed metal leader to shark, shark clamped on  & bit  left bicep PROVOKED INCIDENT",N,
Jul,1992,Unprovoked,USA,Florida,Standing,F,42,Lacerations to left foot,N,12h33
Jun,1992,Unprovoked,REUNION,Saint-Paul,Surfing,M,16,FATAL,Y,14h30
Apr,1992,Unprovoked,NEW ZEALAND,Antarctic Ocean,Snorkeling,M,0,"Right forearm severed, left forearm lacerated & broken",N,15h30
Apr,1992,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,35,Punctures & lacerations on lower leg,N,13h20
Feb,1992,Unprovoked,USA,Hawaii,Body boarding,M,0,FATAL Disappeared. His board washed ashore next morning with crescent-shaped piece missing and serrated toothmarks of a shark,Y,Late afternoon
Feb,1992,Unprovoked,JAPAN,Ehime Prefecture,Diving for pen shells,M,0,"No injury, steel diving helmet bitten 3 times",N,10h00
Feb,1992,Unprovoked,AUSTRALIA,Tasmania,Surfing,M,19,"No injury, shark allegedly took his surfboard & slashed his wetsuit. Shark involvement questionable",,19h30
Jan,1992,Unprovoked,REUNION,La Saline-les-Bains,Spearfishing,M,0,Survived,N,16h30
Jan,1992,Unprovoked,AUSTRALIA,New South Wales,Boogie boarding,M,19,Right leg lacerated,N,20h00
Jan,1992,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming ,M,19,Right foot lacerated,N,17h30
Jan,1992,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,M,36,Left cheek lacerated,N,17h15
Dec,1991,Unprovoked,USA,California,Hookah diving for sea urchins,M,25,"No injury, shark became tangled in hose & towed him 100'",N,15h06
Nov,1991,Unprovoked,USA,Hawaii,Snorkeling,F,41,"FATAL, right leg at hip, left leg and right forearm severed  ",Y,09h00
Nov,1991,Unprovoked,USA,Hawaii,Snorkeling,F,0,Right calf abraded,N,09h00
Nov,1991,Unprovoked,USA,Hawaii,"Fishing from rocks, swept out to sea by large wave & treading water",M,0,"Body not recovered, shorts found indicating shark bite on left side",Y,16h30
Nov,1991,Provoked,USA,Florida,Fishing,M,0,Hand bitten as he was cleaning hooked shark PROVOKED INCIDENT,N,12h54
Nov,1991,Unprovoked,AUSTRALIA,Western Australia,Boogie boarding,M,14,Calf scratched & chunk bitten from board,N,
Oct,1991,Unprovoked,USA,Florida,Surfing,M,21,Right foot & ankle lacerated,N,08h30
Oct,1991,Unprovoked,USA,California,Surfing,M,32,"Arm, shoulder & back bitten",N,07h30
Sep,1991,Unprovoked,AUSTRALIA,South Australia,Scuba diving,M,19,FATAL,Y,15h00
Aug,1991,Provoked,AUSTRALIA,Queensland,Finning the shark that bit him,M,36,"Shark bit his arm, nearly severing it PROVOKED INCIDENT",N,Afternoon
Aug,1991,Unprovoked,USA,South Carolina,Swimming,M,23,Deep cuts on lower leg,N,13h30
Aug,1991,Unprovoked,USA,Florida,Wading,F,10,Bite to left thigh & calf,N,16h35
Jul,1991,Unprovoked,ITALY,Ligurian Sea,Canoeing,F,40,No Injury to occupant; canoe bitten,N,15h30
Jul,1991,Unprovoked,USA,Florida,Snorkeling,M,39,Arm bitten,N,
Jul,1991,Unprovoked,USA,Florida,Swimming from makeshift raft  to life vest after fishing boat sank,M,42,Punctures in lower abdomen & groin ,N,
Jul,1991,Unprovoked,USA,Florida,Swimming,M,22,Arm bitten,N,18h45
Jul,1991,Unprovoked,REUNION,L'Etang-Salé,Surfing,M,30,Left arm severed,N,17h30
Jul,1991,Unprovoked,USA,California,Surfing,M,32,"Forearm, upper thigh, knee & ankle lacerated",N,09h30
Jun,1991,Unprovoked,USA,Florida,Surfing,M,18,Hand bitten,N,17h30
Jun,1991,Unprovoked,USA,Florida,Swimming behind sailboat,M,31,"Left ankle, calf, thigh and abdomen bitten",N,11h30
Jun,1991,Unprovoked,HONG KONG,Port Shelter,Swimming ,F,65,Abdomen bitten & leg severed  FATAL,Y,Between 06h00 & 07h20
Apr,1991,Unprovoked,USA,Florida,"Surfing, collided with shark",M,22,Right thigh,N,11h00
Apr,1991,Unprovoked,USA,Hawaii,Sitting on surfboard,M,0,Deep lacerations to calf & ankle,N,17h30
Feb,1991,Unprovoked,USA,Oregon,Surfing,M,38,Calf lacerated & board bitten,N,09h30
Feb,1991,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,20,Foot & swim fin bitten,N,12h30
Jan,1991,Unprovoked,AUSTRALIA,Queensland,Swimming,M,35,"Hands, legs & buttocks lacerated",N,08h10
Jan,1991,Unprovoked,AUSTRALIA,Queensland,Surfing (or sailboarding),M,22,Survived,N,
Nov,1990,Unprovoked,AUSTRALIA,Queensland,Swimming ,M,26,"Abdomen, hip, leg & arm bitten",N,
Nov,1990,Unprovoked,USA,California,Scuba diving (but on surface),F,0,Leg bitten,N,15h00
Nov,1990,Unprovoked,USA,Florida,Surfing,M,24,"Ear, shoulder, arm, wrist & ear injured",N,09h30
Oct,1990,Unprovoked,USA,Florida,Surfing,M,50,"Hand & wrist bitten, tooth fragments in wound",N,16h55
Oct,1990,Unprovoked,USA,Florida,Surfing,M,18,Cuts on left foot ,N,15h30
Oct,1990,Unprovoked,AUSTRALIA,Queensland,Swimming,M,26,Buttocks & hip bitten,N,20h30
Oct,1990,Unprovoked,USA,Florida,Surfing,M,25,Wrist bitten,N,16h00
Oct,1990,Unprovoked,USA,Hawaii,Surfing,M,43,"No Injury, board bitten",N,15h00
Oct,1990,Unprovoked,USA,Florida,Surfing,M,19,Superficial injuries to left foot & ankle,N,12h30
Sep,1990,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,26,Right hand lacerated,N,13h20
Sep,1990,Unprovoked,USA,California,"Free diving / spearfishing, from paddleboard & floating on the surface",M,49,"Shark rammed & overturned paddleboard, knocking him into water & bit his head, lacerating his face & neck",N,13h00
Sep,1990,Unprovoked,USA,California,Kayaking,M,44,"No injury, kayak capsized",N,17h00
Aug,1990,Unprovoked,USA,California,Surfing,M,22,4 punctures on leg & board bitten,N,16h50
Aug,1990,Unprovoked,USA,Texas,Wade fishing,M,18,Minor injury,N,13h30
Jul,1990,Unprovoked,USA,Texas,Wading,F,53,10-inch laceration to right foot,N,Evening
Jun,1990,Unprovoked,SOUTH AFRICA,Western Cape Province,Scuba diving (but on surface),F,21,"FATAL, thigh bitten  ",Y,15h45
Jun,1990,Unprovoked,BAHAMAS,,Spearfishing,M,38,Left forearm bitten,N,14h30
Apr,1990,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Lying on surfboard & paddling,M,23,Leg bitten,N,14h00
Apr,1990,Unprovoked,AUSTRALIA,Queensland,Surfing,M,31,"Lacerations & abrasions, board bitten in half",N,05h40
Apr,1990,Unprovoked,AUSTRALIA,Queensland,Surfing,M,29,"No injury, board bitten",N,
Feb,1990,Unprovoked,USA,Hawaii,Scuba diving & spearfishing,M,0,Right arm severed  FATAL,Y,21h30
Nov,1989,Unprovoked,AUSTRALIA,Victoria,Surfing,M,32,Thigh bitten,N,
Nov,1989,Unprovoked,SOUTH AFRICA,Western Cape Province,Free diving & spearfishing,M,29,FATAL,Y,12h05
Nov,1989,Unprovoked,AUSTRALIA,Queensland,Swimming in canal,M,10,Left ankle broken & lacerated,N,
Oct,1989,Unprovoked,AUSTRALIA,Tasmania,Surfing,M,17,"No injury, board bitten",N,14h20
Oct,1989,Unprovoked,USA,Texas,Surfing,M,12,Foot & leg bitten,N,Evening
Oct,1989,Unprovoked,USA,North Carolina,Diving,M,49,FATAL,,Late afternoon
Sep,1989,Unprovoked,SOUTH AFRICA,Western Cape Province,Free diving,M,29,Chest lacerated,N,14h30
Sep,1989,Provoked,USA,Florida,"Fishing, stepped on hooked shark's head",M,51,Bitten by hooked shark PROVOKED INCIDENT,N,Afternoon
Sep,1989,Unprovoked,USA,California,Hookah diving for abalone (descending),M,38,Leg bitten,N,12h30
Sep,1989,Unprovoked,USA,North Carolina,Surfing,M,31,Non-fatal,N,
Sep,1989,Provoked,USA,California,Filming 5' blue shark,M,46,Hand  & both arms bitten   PROVOKED INCIDENT,N,
Aug,1989,Provoked,AUSTRALIA,Queensland,Feeding fish,M,30,Left leg bitten by captive shark                   PROVOKED INCIDENT,N,Afternoon
Aug,1989,Unprovoked,USA,Florida,Swimming,M,21,3 wounds on left hand,N,
Aug,1989,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,21,Multiple Injuries,N,10h45
Aug,1989,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,17,"No injury, shark took chunk out of surfboard",N,06h30
Jul,1989,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,34,Torso bitten,N,10h35
Jul,1989,Unprovoked,USA,Florida,Surfing,M,16,5-inch gash on left leg,N,Afternoon
Jul,1989,Unprovoked,USA,Texas,Playing ,F,0,Leg bitten,N,
Jun,1989,Unprovoked,USA,Louisiana,Spearfishing,M,45,Puncture wounds & lacerations to both legs,N,
Jun,1989,Unprovoked,ITALY,Tuscany,Windsurfing (urinating on his board),M,0,Upper right thigh bitten,N,15h30
Jun,1989,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,16,"No injury, board bitten",N,16h15
Jun,1989,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Free diving,M,28,Forearm bitten,N,15h30
Apr,1989,Unprovoked,USA,Florida,Swimming,M,19,Right calf bitten,N,
Apr,1989,Unprovoked,USA,Washington,Surfing (lying prone on his board),M,0,Forearm bitten,N,10h45
Feb,1989,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Windsurfing,M,26,Foot bruised & minor lacerations,N,13h30
Feb,1989,Unprovoked,ITALY,Tyrrhenian Sea,"Scuba diving, but swimming on surface",M,47,FATAL. His body not recovered,Y,10h25
Jan,1989,Unprovoked,USA,California,Kayaking,M,24,Reported by media as shark attack but forensic evidence indicated the kayaker died prior to any shark involvement,,10h15
Jan,1989,Unprovoked,USA,California,Kayaking,F,24,"FATAL, thigh bitten, hands lacerated  ",Y,10h15
Jan,1989,Unprovoked,USA,Hawaii,Body boarding,M,10,Foot bitten,N,
Jan,1989,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Lifesaving drill,M,19,Thigh bitten,N,18h00
Jan,1989,Unprovoked,AUSTRALIA,New South Wales,Surfing with dolphins,M,17,"Abdomen lacerated, surfboard holed",N,17h15
Nov,1988,Unprovoked,AUSTRALIA,Queensland,"The Christie V sank on 11/6/1988, survivors were adrift on a dinghy",M,17,"FATAL  When James Coucom, the lone survivor, was rescued, ""2 sharks were pounding on the dinghy""",Y,Early morning
Nov,1988,Unprovoked,AUSTRALIA,Queensland,"The Christie V sank on 11/6/1988, survivors were adrift on a dinghy",M,62,FATAL,Y,Nightfall
Oct,1988,Unprovoked,USA,Oregon,Surfing (sitting on his board),M,21,Leg bitten & femur fractured,N,17h30
Oct,1988,Unprovoked,AUSTRALIA,Victoria,Surfing,M,38,Lacerations to right leg,N,
Oct,1988,Unprovoked,USA,Florida,Surfing,M,15,Lacerations to left thigh,N,
Oct,1988,Unprovoked,USA,Florida,Surfing,M,30,Left leg lacerated,N,X
Oct,1988,Unprovoked,USA,Florida,Surfing,M,23,Hand lacerated,N,18h30
Oct,1988,Unprovoked,AUSTRALIA,South Australia,Surfing,M,15,Lower right  leg lacerated,N,Afternoon
Oct,1988,Unprovoked,USA,Florida,Wading,F,23,Leg lacerated,N,
Sep,1988,Unprovoked,USA,Florida,Surfing,M,21,Lacerations to foot,N,Afternoon
Sep,1988,Unprovoked,USA,Florida,Walking,F,0,Dennis' hand injured; Ann's right forearm bitten,N,15h45
Sep,1988,Unprovoked,USA,Florida,Snorkeling,M,38,"FATAL, thigh & hand lacerated",Y,15h00
Aug,1988,Unprovoked,USA,California,Surfing,M,27,Thigh bitten,N,09h30
Jul,1988,Unprovoked,USA,Florida,Swimming,F,15,Punctures & deep scratches to foot & buttock,N,10h30
Jul,1988,Unprovoked,USA,Florida,Boogie boarding,M,37,Punctures to lower left leg & foot,N,Afternoon
Jun,1988,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,36,Left arm lacerated,N,09h45
Jun,1988,Unprovoked,USA,North Carolina,Scuba diving,M,42,Survived,N,
Jun,1988,Unprovoked,USA,South Carolina,Sittting in water with his child,M,37,Left leg bitten,N,16h00
Jun,1988,Unprovoked,USA,Florida,Swimming,M,12,Four lacerations to his ankle,N,12h00
Jun,1988,Unprovoked,USA,Florida,Surfing,M,25,Cuts to right foot and ankle,N,08h57
Apr,1988,Unprovoked,USA,Florida,Swimming,M,24,Lacerations to left foot,N,18h45
Feb,1988,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,20,Ankle bitten,N,17h00
Feb,1988,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Lying atop surfboard,F,15,"Leg bitten, surgically amputated",N,07h40
Feb,1988,Unprovoked,Fiji,Vanua Levu,Diving,M,22,Lacerations to left arm & waist,N,
Jan,1988,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,22,Minor injury to leg,,06h30
Jan,1988,Provoked,SOUTH AFRICA,Western Cape Province,Attempting to lasso shark's tail,M,33,Foot lacerated by hooked shark PROVOKED INCIDENT,N,11h15
Dec,1987,Unprovoked,USA,Florida,Surfing,M,16,Left calf bitten,N,13h00
Oct,1987,Unprovoked,USA,California,Surfing,M,20,Buttock & leg bitten,N,17h00
Oct,1987,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Boogie boarding,M,14,Abrasion to forearm,,16h00
Oct,1987,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,21,Left thigh & calf lacerated,N,12h15
Sep,1987,Unprovoked,AUSTRALIA,South Australia,Scuba Diving for scallops,M,47,FATAL,Y,
Sep,1987,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,24,Torso lacerated,N,11h00
Aug,1987,Unprovoked,USA,Florida,Wading,M,12,Lower left leg lacerated,N,11h30
Aug,1987,Unprovoked,USA,California,Surfing (sitting on his board),M,40,Fingers & surfboard injured,N,07h30
Jul,1987,Unprovoked,USA,Florida,Surfing,M,27,Right foot & ankle lacerated,N,09h15
Jul,1987,Unprovoked,USA,Texas,Body surfing,F,32,Left foot bitten,N,18h30
Jul,1987,Unprovoked,USA,Texas,Wading,F,16,Puncture wounds to right foot,N,14h30
Jul,1987,Unprovoked,BAHAMAS,Exuma Islands,Snorkeling,M,35,Right leg bitten,N,13h30
Jun,1987,Provoked,USA,Florida,Fishing,M,0,Left hand bitten by shark he was dragging ashore by its head PROVOKED INCIDENT,N,Afternoon
Apr,1987,Unprovoked,USA,Texas,Swimming,F,16,Right arm severed above elbow,N,18h00
Apr,1987,Unprovoked,VANUATU,Malampa Province,Swimming,M,0,FATAL,Y,12h00
Jan,1987,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Spearfishing,M,30,Puncture wounds to right hand,N,12h00
Jan,1987,Unprovoked,AUSTRALIA,Queensland,Swimming,M,37,Right leg lacerated,N,07h00
Dec,1986,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,0,2 punctures in lower leg,N,14h00
Dec,1986,Unprovoked,SOUTH AFRICA,Western Cape Province,Body boarding,M,21,"FATAL, legs bitten ",Y,17h00
Dec,1986,Unprovoked,USA,Florida,Surfing,M,40,Forearm bitten,N,14h00
Dec,1986,Unprovoked,USA,California,Free diving  & spearfishing (submerged),M,27,"Punctured lung, lacerations to shoulder, face, jaw, neck & forearm",N,10h00
Nov,1986,Unprovoked,USA,Florida,Surfing,M,17,5' gash in leg,N,10h30
Nov,1986,Unprovoked,USA,Florida,Surfing,M,26,Laceration to dorsum of left foot,N,10h40
Oct,1986,Unprovoked,USA,Florida,Swimming,F,0,Hip & thigh bitten,N,18h00
Oct,1986,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Racing ski,M,32,"No injury, ski bitten",N,11h00
Oct,1986,Unprovoked,USA,Florida,Surfing,M,28,Laceration to right arm,N,
Aug,1986,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,35,"No injury, shark made threat display & impaled itself on spear ",,11h30
Jul,1986,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,M,26,Minor lacerations on left hand,N,17h15
Feb,1986,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,21,"No injury, board bitten",N,12h00
Feb,1986,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,46,Lower leg lacerated,N,18h30
Feb,1986,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,29,2 punctures in upper arm,N,13h30
Feb,1986,Unprovoked,AUSTRALIA,Victoria,Surfing,M,29,"No injury, knocked into water & board bitten",N,06j00
Jan,1986,Unprovoked,USA,Florida,Surfing,M,22,Puncture wounds to both feet,N,08h35
Nov,1985,Provoked,AUSTRALIA,Queensland,Fishing,M,0,Laceration to lower left leg by hooked shark PROVOKED INCIDENT,N,Afternoon
Oct,1985,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Body boarding,M,22,"Left leg severely lacerated, superficial lacerations of right leg,  board damaged",N,08h00
Oct,1985,Unprovoked,USA,California,Hookah diving for abalone,M,46,Minor injury to foot & ankle,N,16h00
Oct,1985,Unprovoked,USA,Hawaii,Body boarding,M,33,"Right hand and part of forearm severed , left hand lacerated, right anterior side of board removed by shark",N,
Oct,1985,Unprovoked,USA,Hawaii,Floating on inner tube after diving for lobster,M,24,Left arm lacerated,N,
Sep,1985,Unprovoked,USA,Florida,Scuba diving,M,0,Laceration and 4 puncture wounds to left hand,N,15h00
Sep,1985,Unprovoked,USA,Florida,Swimming,M,17,Found to be a hoax,,Afternoon
Aug,1985,Unprovoked,USA,Florida,Wading,M,11,"3"" wound on thigh",,13h00
Aug,1985,Unprovoked,USA,Florida,Scuba diving,M,67,Body not recovered. 3 days later some of his equipment was found on seabed appeared damaged by a shark ,,10h30
Jul,1985,Unprovoked,USA,Florida,Wading,F,13,Right calf bitten,N,17h00
Jul,1985,Unprovoked,USA,Florida,Surfing,M,15,Hand bitten,N,10h22
Jul,1985,Unprovoked,USA,South Carolina,Playing in knee-deep water,F,10,2/3rd of left calf removed,N,
Feb,1985,Unprovoked,USA,California,Scuba Diving for lobster (at surface),M,29,Bruised,N,12h45
Feb,1985,Unprovoked,USA,Florida,Surfing,M,16,Right foot bitten,N,Afternoon
Jan,1985,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,M,15,"Right knee, calf and ankle lacerated",N,18h30
Jan,1985,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surfing,M,18,Thigh & calf bitten,N,18h30
Jan,1985,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,34,Minor injury to torso,N,11h30
Jan,1985,Provoked,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,M,20,Upper right arm bitten after he shot the shark PROVOKED INCIDENT,N,11h00
Nov,1984,Unprovoked,AUSTRALIA,Queensland,Sailing on catamaran & fell into the water,M,16,FATAL,Y,12h33
Nov,1984,Unprovoked,USA,Florida,Surfing,M,13,Left foot bitten,N,
Nov,1984,Provoked,USA,Florida,Spearfishing,M,29,"Speared shark bit diver's right knee, and lacerated right thigh & buttocks PROVOKED INCIDENT",N,
Oct,1984,Unprovoked,USA,Florida,Swimming,M,22,"Disappeared, 1 mile from where Sandra Fletcher was bitten. Death was due to drowning",,14h00
Oct,1984,Unprovoked,USA,Florida,Surfing or body surfing,F,23,"9"" laceration to right forearm ",N,13h30
Oct,1984,Unprovoked,USA,Florida,Wading,F,77,"10"" laceration on leg",,12h05
Oct,1984,Unprovoked,USA,Florida,Surfing,M,15,Left calf bitten,N,15h00
Sep,1984,Unprovoked,USA,Oregon,Surfing (sitting on his board),M,25,"Abrasion on right foot, board bitten",N,15h30
Sep,1984,Unprovoked,USA,California,"Free diving , but surfacing",M,0,Legs & buttocks bitten,N,10h00
Sep,1984,Unprovoked,USA,Florida,Surfing,M,17,Right foot bitten,N,14h00
Sep,1984,Unprovoked,USA,Florida,Surfing,M,16,Foot bitten,N,Morning
Sep,1984,Unprovoked,USA,California,Wading,M,0,Arm bitten,N,15h30
Sep,1984,Unprovoked,USA,California,Skindiving,M,28,FATAL,Y,08h30
Sep,1984,Provoked,MEXICO,Baja California,Spearfishing,M,0,"No Injury, PROVOKED INCIDENT",N,17h50
Jul,1984,Unprovoked,USA,Texas,Swimming,F,13,Lacerations on right foot,N,14h30
Jul,1984,Unprovoked,USA,Texas,Swimming,F,18,Legs severely lacerated,N,12h00
Jul,1984,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,21,"FATAL, but shark involvement prior to death could not be determined",,11h00
Jul,1984,Unprovoked,USA,Florida,"During a shark fishing tournament, the 18' Boatem was capsized by waves, throwing 3 men into the water ",M,30,Leg abraded,N,18h00
Jun,1984,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,27,"No injury, board bitten",N,17h30
Jun,1984,Unprovoked,USA,Hawaii,Towing her sister on plastic ski board,F,13,Foot bitten,N,17h00
Feb,1984,Provoked,SOUTH AFRICA,Eastern Cape Province,Fishing,M,0,Leg lacerated by hooked shark PROVOKED INCIDENT,N,Night
Feb,1984,Provoked,SOUTH AFRICA,KwaZulu-Natal,Scuba diving,M,33,Punctures in wetsuit & left arm bruised by captive shark PROVOKED INCIDENT,N,09h00
Feb,1984,Unprovoked,AUSTRALIA,Queensland,Spearfishing,M,27,Hand bitten,N,
Jan,1984,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,14,Foot bitten,N,09h30
Dec,1983,Unprovoked,GREECE,Andikira Fokithes,Spearfishing,M,36,"Coroner determined the man was killed by a boat propeller, not a tiger shark",,02h45
Dec,1983,Unprovoked,USA,Florida,Surfing,M,17,Left foot & thigh bitten,N,15h30
Dec,1983,Unprovoked,AUSTRALIA,South Australia,Scuba diving for abalone,M,48,Fingers bitten,N,
Dec,1983,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,16,"Left calf, ankle & foot lacerated",N,12h30
Dec,1983,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,47,Shin lacerated,N,08h15
Oct,1983,Unprovoked,USA,Florida,Surfing,M,16,Puncture marks in leg & surfboard dinged,N,
Oct,1983,Unprovoked,USA,Florida,Wading,M,20,Lacerations to left ankle,N,
Aug,1983,Unprovoked,USA,Oregon,Surfing,M,0,"No injury, board bitten",N,10h00
Aug,1983,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,29,Inner thighs lacerated,N,10h00
Aug,1983,Unprovoked,USA,Virginia,Swimming,F,14,Foot bitten,N,Morning
Aug,1983,Provoked,USA,Florida,Skindiving,M,14,Hand abraded when he grabbed shark's tail PROVOKED INCIDENT,N,
Aug,1983,Unprovoked,USA,Florida,Diving,F,22,Right leg severely bitten,N,Morning
Jul,1983,Unprovoked,AUSTRALIA,Queensland,Swimming from the New Venture ,F,21,"FATAL, shark seized her by the chest and took her underwater ",Y,04h00
Jul,1983,Unprovoked,AUSTRALIA,Queensland,Swimming from the New Venture ,M,24,"FATAL, shark bit leg, then dragged him underwater ",Y,Night
Jul,1983,Unprovoked,AUSTRALIA,Queensland,14 m prawn trawler New Venture capsized  & sank in heavy seas Three people in the water,M,28,"Left knee bitten, but survived",N,Night
Jul,1983,Unprovoked,USA,Florida,Windsurfing,F,39,Left ankle nipped (3 punctures wounds),N,Afternoon
Jul,1983,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,M,13,Lacerations to left calf,N,12h00
Jun,1983,Unprovoked,USA,Florida,Swimming,M,42,Left foot bitten,N,11h00
Jun,1983,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,M,15,FATAL,Y,16h00
Jun,1983,Unprovoked,USA,Florida,Surfing & dangling foot in water amid baitfish,M,21,Left foot lacerated,N,16h30
Apr,1983,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Fishing,M,27,Puncture wounds to foot,N,19h30
Apr,1983,Unprovoked,USA,Florida,Surfing,M,16,Left foot bitten,N,11h00
Feb,1983,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Paddleskiing,M,16,Puncture wounds to buttocks,N,12h30
Jan,1983,Unprovoked,SOUTH AFRICA,Western Cape Province,Windsurfing,M,22,Left foot lacerated,N,18h15
Jan,1983,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,32,"No injury, rammed by shark",N,13h00
Oct,1982,Unprovoked,USA,Florida,Windsurfing,M,26,Left foot lacerated,N,11h00
Sep,1982,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,16,"No injury, pressure ding on surfboard",N,16h00
Sep,1982,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,16,"No Injury, surfboard bitten",N,14h50
Sep,1982,Unprovoked,USA,Florida,Surfing,M,20,Laceration to lower left leg,N,13h30
Sep,1982,Unprovoked,USA,California,Diving,M,36,Lacerations to hand,N,Morning
Sep,1982,Unprovoked,USA,California,Free diving for abalone from Zodiac (submerged),M,28,Upper left thigh & buttocks bitten,N,14h30
Aug,1982,Unprovoked,USA,California,Surfing,M,17,"No Injury, board bitten",,10h20
